stop_id,stop_name,stop_lat,stop_lon
8220DB001226,"Ardmore Drive, stop 1226",53.38858246,-6.214929676
8220DB001227,"Castlekevin Road, stop 1227",53.39113731,-6.215078366
8220DB001228,"Kilbarron Road, stop 1228",53.39242898,-6.218512737
8220DB001229,"Kilbarron Drive, stop 1229",53.3943116,-6.225426289
8220DB001231,"Castletimon Road, stop 1231",53.395489,-6.227843426
8220DB001232,"Castletimon Park, stop 1232",53.39528548,-6.23048341
8220DB001233,"Castletimon Drive, stop 1233",53.39436199,-6.231243501
8220DB001234,"Ballyshannon Avenue, stop 1234",53.39468787,-6.232613397
8220DB001235,"Kilbarron Road, stop 1235",53.39473668,-6.225604084
8220DB001237,"Cromcastle Avenue, stop 1237",53.39267868,-6.218983472
8220DB001238,"Kilmore Avenue, stop 1238",53.39156622,-6.214910057
8220DB001239,"St John of Gods NS, stop 1239",53.38900419,-6.214881958
8220DB001240,"Maryfield Crescent, stop 1240",53.38681843,-6.211169732
8220DB001241,"Chanel Avenue, stop 1241",53.38587943,-6.209089308
8220DB001242,"Ardbeg Road, stop 1242",53.38449195,-6.207072923
8220DB001243,"Greencastle Avenue, stop 1243",53.39490031,-6.199913741
8220DB001244,"Cromcastle Green, stop 1244",53.39290724,-6.220447503
8220DB001245,"Glin Avenue, stop 1245",53.39799727,-6.20621941
8220DB001246,"Kilbarron Park, stop 1246",53.39349323,-6.222979289
8220DB001247,"Greencastle Road, stop 1247",53.39508109,-6.199981297
8220DB001248,"Coolock Ind Estate, stop 1248",53.39298934,-6.197167523
8220DB001249,"Coolock Drive, stop 1249",53.39518096,-6.201240217
8220DB001250,"Bunratty Road, stop 1250",53.39373901,-6.207556346
8220DB001251,"St Luke's Church, stop 1251",53.39345734,-6.222379318
8220DB001252,"Kilmore Road, stop 1252",53.39363803,-6.214612829
8220DB001253,"Tranquility Grove, stop 1253",53.39386394,-6.214693592
8220DB001254,"Bunratty Road, stop 1254",53.39511736,-6.211362996
8220DB001255,"Adare Park, stop 1255",53.3943535,-6.208974073
8220DB001256,"Bunratty Avenue, stop 1256",53.39363095,-6.20694438
8220DB001258,"Priorswood Road, stop 1258",53.39818742,-6.190827136
8220DB001259,"The Link Road, stop 1259",53.39859041,-6.194885485
8220DB001260,"Ferrycarrig Green, stop 1260",53.4001778,-6.198818683
8220DB001262,"Moat Avenue, stop 1262",53.40200423,-6.204907816
8220DB001265,"Marigold Avenue, stop 1265",53.39822153,-6.190705381
8220DB001266,"Priorswood Road, stop 1266",53.40205541,-6.204725184
8220DB001267,"Ferrycarrig Park, stop 1267",53.40085551,-6.20024887
8220DB001268,"Belcamp Avenue, stop 1268",53.39989427,-6.197898243
8220DB001269,"Marigold Road, stop 1269",53.39842896,-6.193719317
8220DB001270,"Newtown Road, stop 1270",53.396497,-6.187229624
8220DB001272,"Newtown Cottages, stop 1272",53.39288238,-6.191879186
8220DB001273,"Coolock Leisureplex, stop 1273",53.39110921,-6.195277289
8220DB001274,"St Brendans Church, stop 1274",53.38893882,-6.197970194
8220DB001275,"Mask Avenue, stop 1275",53.38558577,-6.202110858
8220DB001276,"Mask Park, stop 1276",53.38433055,-6.202915429
8220DB001277,"Mornington Grove, stop 1277",53.38268146,-6.206216964
8220DB001278,"College Green, stop 1278",53.34423662,-6.261300118
8220DB001279,"College Green, stop 1279",53.34426049,-6.261704666
8220DB001280,"McKelvey Avenue, stop 1280",53.40019629,-6.303143293
8220DB001282,"S Great George's St, stop 1282",53.3423418,-6.264501083
8220DB001283,"S Great George's St, stop 1283",53.34180872,-6.26492823
8220DB001284,"Redmond's Hill, stop 1284",53.33812835,-6.265873557
8220DB001285,"Camden Street Lower, stop 1285",53.33437841,-6.265124754
8220DB001286,"Harrington Street, stop 1286",53.33249965,-6.265726535
8220DB001287,"Synge Street, stop 1287",53.33247837,-6.266117791
8220DB001288,"Victoria Street, stop 1288",53.33232275,-6.269637622
8220DB001289,"Longwood Avenue, stop 1289",53.33212936,-6.273038833
8220DB001290,"Clanbrassil St Upper, stop 1290",53.33073105,-6.275167319
8220DB001291,"Harold's Cross Road, stop 1291",53.32844661,-6.276310441
8220DB001292,"Harold's Cross Park, stop 1292",53.32562461,-6.278195704
8220DB001293,"Parkview Avenue, stop 1293",53.32286036,-6.27910263
8220DB001294,"Lady of the Rosary, stop 1294",53.32060003,-6.278803306
8220DB001295,"Kenilworth Park, stop 1295",53.31791489,-6.279586817
8220DB001296,"Mount Tallant Avenue, stop 1296",53.31556275,-6.281647623
8220DB001297,"Whitton Road, stop 1297",53.31240961,-6.282389614
8220DB001298,"Terenure, stop 1298",53.31074699,-6.283026651
8220DB001299,"Rathfarnham Road, stop 1299",53.3083957,-6.283901356
8220DB001300,"Rathdown Park, stop 1300",53.30615075,-6.283421177
8220DB001335,"War Memorial Hall, stop 1335",53.30741742,-6.28400062
8220DB001336,"Terenure, stop 1336",53.30890091,-6.28403116
8220DB001337,"Terenure Road North, stop 1337",53.31117904,-6.283069341
8220DB001338,"Whitton Road, stop 1338",53.31243039,-6.282583884
8220DB001339,"Harold's Cross Road, stop 1339",53.31502386,-6.282299647
8220DB001340,"Mount Tallant Avenue, stop 1340",53.31647014,-6.280995781
8220DB001341,"Kenilworth Park, stop 1341",53.31922759,-6.278993636
8220DB001342,"Lady of the Rosary, stop 1342",53.3213455,-6.279388759
8220DB001343,"Harold's Cross Park, stop 1343",53.32266729,-6.279425644
8220DB001344,"St Claire's NS, stop 1344",53.32717106,-6.277607963
8220DB001345,"Le Vere Terrace, stop 1345",53.32879608,-6.276236296
8220DB001347,"Clanbrassil St Upper, stop 1347",53.33118301,-6.275344273
8220DB001348,"Spencer St South, stop 1348",53.33224954,-6.273889833
8220DB001349,"Carlisle Street, stop 1349",53.33238573,-6.270881323
8220DB001350,"Harrington Street, stop 1350",53.33256109,-6.267480812
8220DB001352,"Camden Street Lower, stop 1352",53.33444543,-6.265407334
8220DB001353,"Pleasants Street, stop 1353",53.33600953,-6.265418938
8220DB001354,"Aungier Street, stop 1354",53.33904809,-6.266076515
8220DB001355,"Whitefriars Street, stop 1355",53.34009624,-6.265838755
8220DB001357,"Exchequer Street, stop 1357",53.34256789,-6.26459703
8220DB001358,"Dame Street, stop 1358",53.34430471,-6.262889389
8220DB001359,"College Green, stop 1359",53.34439941,-6.26136859
8220DB001360,"Raymond Street, stop 1360",53.33198339,-6.276618278
8220DB001362,"National Stadium, stop 1362",53.33120396,-6.279907874
8220DB001363,"St Anne's Road S, stop 1363",53.33184593,-6.285167265
8220DB001364,"Dolphin Avenue, stop 1364",53.33234587,-6.28806012
8220DB001365,"Dolphins Barn Church, stop 1365",53.33290153,-6.290455313
8220DB001366,"St Andrews Centre, stop 1366",53.33514987,-6.294314591
8220DB001367,"Rialto Church, stop 1367",53.33568529,-6.296560663
8220DB001369,"Mayfield Road, stop 1369",53.33886722,-6.30224552
8220DB001370,"Hybreasal House, stop 1370",53.33918858,-6.305251246
8220DB001371,"Suir Road, stop 1371",53.33887574,-6.307906689
8220DB001372,"Goldenbridge Avenue, stop 1372",53.33810369,-6.309874446
8220DB001373,"Stephen's Road, stop 1373",53.33777476,-6.312034865
8220DB001374,"Southern Cross Ave, stop 1374",53.33921771,-6.313014071
8220DB001375,Bulfin Road,53.33955616,-6.312159732
8220DB001376,"South Circular Road, stop 1376",53.33950791,-6.308752672
8220DB001377,"South Circular Road, stop 1377",53.33916336,-6.304741655
8220DB001378,"Mayfield Road, stop 1378",53.33882787,-6.301376083
8220DB001379,"Rialto Luas, stop 1379",53.3373397,-6.299122653
8220DB001380,"Rialto Church, stop 1380",53.335641,-6.295976799
8220DB001381,"St Andrews Centre, stop 1381",53.33512375,-6.293745026
8220DB001382,"Dolphins Barn Church, stop 1382",53.33317317,-6.290594602
8220DB001383,"Dolphin Avenue, stop 1383",53.33227108,-6.286606663
8220DB001384,"Dufferin Avenue, stop 1384",53.3313562,-6.282364154
8220DB001385,"Griffith College, stop 1385",53.3318004,-6.278262272
8220DB001386,"Clogher Road, stop 1386",53.32955262,-6.284448499
8220DB001387,"Aughavanagh Road, stop 1387",53.32804055,-6.286806239
8220DB001388,"Rutland Avenue, stop 1388",53.32677327,-6.291195789
8220DB001389,"Pearse College, stop 1389",53.32593594,-6.295492871
8220DB001391,"Clonmacnoise Road, stop 1391",53.32282212,-6.298364123
8220DB001392,"Bangor Circle, stop 1392",53.32249102,-6.301619786
8220DB001394,"Ferns Road, stop 1394",53.32374306,-6.296766231
8220DB001395,"Saint Bernadette's, stop 1395",53.32473396,-6.296291403
8220DB001396,"Crumlin Pool, stop 1396",53.32490027,-6.314960137
8220DB001397,"Kildare Road, stop 1397",53.3250914,-6.3138567
8220DB001398,"Windmill Road, stop 1398",53.32530138,-6.310275451
8220DB001399,"Monasterboice Road, stop 1399",53.3251428,-6.305432703
8220DB001400,"Bangor Circle, stop 1400",53.32362482,-6.29981836
8220DB001401,"Clogher Road, stop 1401",53.32539682,-6.298651985
8220DB001402,"Pearse College, stop 1402",53.32598793,-6.29598622
8220DB001403,"Rutland Avenue, stop 1403",53.32715406,-6.289544133
8220DB001404,"Aughavanagh Road, stop 1404",53.32820052,-6.286679721
8220DB001405,"Parnell Road, stop 1405",53.32982167,-6.284407674
8220DB001406,"Dolphin's Barn, stop 1406",53.33315293,-6.291691527
8220DB001407,"Crumlin Road, stop 1407",53.3315385,-6.294443677
8220DB001409,"Loreto College, stop 1409",53.33036674,-6.297358156
8220DB001410,"Keeper Road, stop 1410",53.33141692,-6.299778731
8220DB001411,"Brickfield Drive, stop 1411",53.33205103,-6.303282004
8220DB001412,"Slievenamon Road, stop 1412",53.33268165,-6.305914643
8220DB001413,"Brickfields Park, stop 1413",53.33344139,-6.308782494
8220DB001414,"Benbulbin Road, stop 1414",53.33334761,-6.312314801
8220DB001415,"Sperrin Road, stop 1415",53.33244325,-6.316374521
8220DB001417,"Lady Of Mercy School, stop 1417",53.33103221,-6.319568119
8220DB001418,"Cooley Road, stop 1418",53.33002976,-6.32306077
8220DB001419,"Brandon Road, stop 1419",53.32771773,-6.322911243
8220DB001421,"Crumlin Hospital, stop 1421",53.32495077,-6.320452663
8220DB001423,"Crumlin Hospital, stop 1423",53.32499949,-6.319444922
8220DB001424,"Crumlin Hospital, stop 1424",53.32566251,-6.316746622
8220DB001425,"Cooley Road, stop 1425",53.32701317,-6.318194754
8220DB001426,"Curlew Road, stop 1426",53.32927488,-6.322429771
8220DB001427,"Mourne Road, stop 1427",53.33027116,-6.322330619
8220DB001428,"Lady of Mercy School, stop 1428",53.33135888,-6.319149884
8220DB001429,"Sperrin Road, stop 1429",53.33259321,-6.316173419
8220DB001430,"Belbulbin Road, stop 1430",53.3335738,-6.311149686
8220DB001432,"Brickfields Park, stop 1432",53.33349874,-6.308389826
8220DB001433,"Slievenamon Road, stop 1433",53.33257215,-6.305798862
8220DB001434,"Keeper Road, stop 1434",53.33199245,-6.302323379
8220DB001435,"Keeper Road, stop 1435",53.33138805,-6.299014132
8220DB001436,"Herberton Road, stop 1436",53.33088496,-6.29651172
8220DB001438,"St Thomas Road, stop 1438",53.33638298,-6.279414136
8220DB001439,"Rutledge Terrace, stop 1439",53.33405842,-6.282766099
8220DB001440,"Donore Avenue, stop 1440",53.33199006,-6.283314652
8220DB001441,"Bangor Road, stop 1441",53.3248749,-6.303026333
8220DB001442,"Clonard Road, stop 1442",53.32516687,-6.307128155
8220DB001443,"Civic Offices, stop 1443",53.34512939,-6.269539559
8220DB001444,"Merchant's Quay, stop 1444",53.34507559,-6.274513197
8220DB001445,"Usher's Quay, stop 1445",53.34598795,-6.279808388
8220DB001447,"Victoria Quay, stop 1447",53.34650253,-6.285585386
8220DB001449,"Phoenix Park Gate, stop 1449",53.34815283,-6.297896095
8220DB001450,"Conyngham Road, stop 1450",53.3481554,-6.301861413
8220DB001451,"Bridgewater House, stop 1451",53.34827828,-6.305446445
8220DB001452,"Islandbridge, stop 1452",53.34542091,-6.308037999
8220DB001453,"Galtymore Road, stop 1453",53.33453617,-6.306757101
8220DB001454,"Suir Road Luas, stop 1454",53.33776487,-6.307530199
8220DB001455,"Slievenamon Road, stop 1455",53.33538512,-6.30577746
8220DB001456,"Good Counsel GAA, stop 1456",53.33487331,-6.308981107
8220DB001457,"Benbulbin Road, stop 1457",53.33530266,-6.312643038
8220DB001458,"Davitt House, stop 1458",53.33477062,-6.316973575
8220DB001459,"Drimnagh CU, stop 1459",53.33406332,-6.319719237
8220DB001460,"Carrow Road, stop 1460",53.3323561,-6.321032584
8220DB001462,"Galtymore Park, stop 1462",53.33046293,-6.32382452
8220DB001463,"Galtymore Road, stop 1463",53.33062399,-6.323773162
8220DB001464,"Davitt House, stop 1464",53.3348988,-6.316503037
8220DB001465,"Good Counsel GAA, stop 1465",53.33479676,-6.308653787
8220DB001466,"Galtymore Drive, stop 1466",53.33452893,-6.306246854
8220DB001467,"Slievenamon Road, stop 1467",53.33565738,-6.305961878
8220DB001468,"Suir Road Luas, stop 1468",53.3375497,-6.307568753
8220DB001469,"Benbulbin Road, stop 1469",53.33525916,-6.313380538
8220DB001471,"Islandbridge, stop 1471",53.34553232,-6.30828892
8220DB001472,"Conyngham Road, stop 1472",53.34842947,-6.30596617
8220DB001473,"Phoenix Park Gate, stop 1473",53.34830598,-6.298550899
8220DB001474,"Parkgate Street, stop 1474",53.34794792,-6.292361705
8220DB001476,"Sarsfield Quay, stop 1476",53.34707369,-6.284676275
8220DB001478,"Four Courts, stop 1478",53.3456082,-6.272809481
8220DB001479,"Ormond Quay, stop 1479",53.34598809,-6.268633628
8220DB001480,"Ormond Quay Upper, stop 1480",53.34576596,-6.270670298
8220DB001481,"Melrose Avenue, stop 1481",53.36505387,-6.239896097
8220DB001482,"Marino Institute, stop 1482",53.37166433,-6.236527561
8220DB001484,"Philipsburgh Avenue, stop 1484",53.36369771,-6.239967029
8220DB001485,"Philipsburgh Avenue, stop 1485",53.36404582,-6.239802417
8220DB001486,"Morrogh Terrace, stop 1486",53.37097478,-6.238524809
8220DB001487,"Marino Institute, stop 1487",53.37181925,-6.23667145
8220DB001488,"Turlogh Parade, stop 1488",53.37108886,-6.23468777
8220DB001489,"Marino Church, stop 1489",53.37015867,-6.231961008
8220DB001490,"Árd Scoil Rís, stop 1490",53.36887682,-6.228557662
8220DB001491,"Griffith Avenue, stop 1491",53.36846776,-6.22764291
8220DB001492,"Marino Church, stop 1492",53.37025739,-6.232558057
8220DB001493,"Turlogh Parade, stop 1493",53.3712134,-6.235208627
8220DB001494,"Croydon Park, stop 1494",53.37067301,-6.235741942
8220DB001495,"Croydon Park Avenue, stop 1495",53.36875594,-6.235565697
8220DB001496,"Marino Green, stop 1496",53.36714812,-6.233813838
8220DB001499,"Brian Road, stop 1499",53.36577949,-6.237296587
8220DB001500,"Connolly, stop 1500",53.35103959,-6.250162578
8220DB001502,"Tara Street Station, stop 1502",53.34742107,-6.254095927
8220DB001505,"Parnell Street, stop 1505",53.35402896,-6.257896985
8220DB001506,"Finglas Road, stop 1506",53.36677782,-6.272373909
8220DB001507,"St Vincent's School, stop 1507",53.36839052,-6.274502692
8220DB001508,"Glasnevin Cemetery, stop 1508",53.3699109,-6.278333551
8220DB001509,"Slaney Road, stop 1509",53.37292583,-6.28422366
8220DB001510,"Ballyboggan Road, stop 1510",53.37690693,-6.287310237
8220DB001511,"Tolka Vale, stop 1511",53.37823452,-6.287752985
8220DB001512,"Prospect Hill, stop 1512",53.38217432,-6.291728835
8220DB001513,"Saint Martin's, stop 1513",53.38676743,-6.296776803
8220DB001514,"Drogheda Mall, stop 1514",53.38946516,-6.300021914
8220DB001515,"Marino Park, stop 1515",53.36611432,-6.233195418
8220DB001518,"Kildonan Road, stop 1518",53.39060039,-6.311614124
8220DB001519,"Kildonan Park, stop 1519",53.39244487,-6.311751618
8220DB001520,"Barry Road, stop 1520",53.3939202,-6.311843587
8220DB001521,"Plunkett Green, stop 1521",53.3972213,-6.310750494
8220DB001523,"Plunkett Avenue, stop 1523",53.39787885,-6.309581557
8220DB001524,"Barry Road, stop 1524",53.39555626,-6.310590887
8220DB001525,"Casement Drive, stop 1525",53.3940693,-6.311582062
8220DB001526,"Kildonan Park, stop 1526",53.39230694,-6.311531537
8220DB001528,"St David's Terrace, stop 1528",53.35619543,-6.294000026
8220DB001529,"Finglas Village, stop 1529",53.38845883,-6.298152607
8220DB001530,"Finglas Road, stop 1530",53.3869195,-6.29672563
8220DB001531,"Clearwater SC, stop 1531",53.38374366,-6.293364741
8220DB001532,"Prospect Hill, stop 1532",53.38174412,-6.290558501
8220DB001533,"Tolka Vale, stop 1533",53.37896788,-6.287498088
8220DB001534,"Ballyboggan Road, stop 1534",53.37533284,-6.285975603
8220DB001535,"The Willows, stop 1535",53.37230596,-6.282369944
8220DB001536,"Glasnevin Cemetery, stop 1536",53.3695034,-6.276877233
8220DB001537,"St Vincent's School, stop 1537",53.3680662,-6.273208399
8220DB001538,"Clearwater SC, stop 1538",53.38447414,-6.294793755
8220DB001539,"Glasanaon Road, stop 1539",53.3831358,-6.279198016
8220DB001540,"Johnstown Park, stop 1540",53.38434031,-6.284200629
8220DB001547,"McKee Avenue Est, stop 1547",53.39524117,-6.301686366
8220DB001548,"McKee Avenue North, stop 1548",53.39611015,-6.302749493
8220DB001549,"Plunkett Road, stop 1549",53.39743266,-6.306636783
8220DB001558,"McKelvey Avenue, stop 1558",53.39981751,-6.303053095
8220DB001559,"Plunkett Road, stop 1559",53.39734112,-6.306520115
8220DB001560,"St Margaret's Road, stop 1560",53.39700754,-6.304548381
8220DB001566,"Johnstown Park, stop 1566",53.38440742,-6.283867197
8220DB001567,"Griffith Drive, stop 1567",53.38401396,-6.280260022
8220DB001573,"Wellmount Drive, stop 1573",53.38402416,-6.312460662
8220DB001574,"Cardiffsbridge SC, stop 1574",53.385594,-6.312879647
8220DB001575,"Coláiste Íde, stop 1575",53.38706614,-6.312746258
8220DB001576,"Cappagh Road, stop 1576",53.38931741,-6.313048125
8220DB001577,"Abbottstown Road, stop 1577",53.38988581,-6.315747017
8220DB001578,"Ratoath Drive, stop 1578",53.39038513,-6.318012677
8220DB001584,"Abbottstown Road, stop 1584",53.38988546,-6.315085482
8220DB001585,"Cardiffsbridge Road, stop 1585",53.38876802,-6.312333145
8220DB001586,"Coláiste Íde, stop 1586",53.38652504,-6.312617318
8220DB001587,"Wellmount Drive, stop 1587",53.38346643,-6.311791207
8220DB001591,"Wellmount Road, stop 1591",53.38713879,-6.299498213
8220DB001592,"Tolka Valley Road, stop 1592",53.37972092,-6.289241605
8220DB001593,"Tolka Valley Park, stop 1593",53.37891477,-6.294459749
8220DB001594,"St Helena's Road, stop 1594",53.38071319,-6.297664845
8220DB001596,"St Malachy's NS, stop 1596",53.3830411,-6.300819057
8220DB001597,"Valeview Gardens, stop 1597",53.38045522,-6.309234666
8220DB001598,"Valeview Drive, stop 1598",53.38024218,-6.30562044
8220DB001599,"Cardiffsbridge Road, stop 1599",53.38089975,-6.310795416
8220DB001600,"Deanstown Avenue, stop 1600",53.38359702,-6.312763184
8220DB001601,"Deanstown Drive, stop 1601",53.38389431,-6.314720761
8220DB001602,"Patrician College, stop 1602",53.384418,-6.318713957
8220DB001603,"Ratoath Road, stop 1603",53.38351886,-6.318689256
8220DB001604,"Rathvilly Road, stop 1604",53.38374548,-6.316275042
8220DB001605,"Albert College Pk, stop 1605",53.38825297,-6.26079959
8220DB001606,"St Helena's Road, stop 1606",53.38037068,-6.30644209
8220DB001607,"Dunsink Drive, stop 1607",53.38216138,-6.303424648
8220DB001608,"St Malachy's NS, stop 1608",53.38304986,-6.299540919
8220DB001609,"Cloonlara, stop 1609",53.38038424,-6.29728714
8220DB001610,"Tolka Valley Park, stop 1610",53.37880771,-6.296403071
8220DB001614,"Church Street Upper, stop 1614",53.35125739,-6.273752764
8220DB001615,"Church Street, stop 1615",53.34782717,-6.274597332
8220DB001616,"St Michan's Church, stop 1616",53.34728507,-6.275024773
8220DB001617,"Capuchin Church, stop 1617",53.34933121,-6.274806964
8220DB001618,"Church Street Upper, stop 1618",53.35088706,-6.274248419
8220DB001619,"Constitution Hill, stop 1619",53.3529127,-6.273235199
8220DB001620,"Whitehall Church, stop 1620",53.38326286,-6.244105913
8220DB001641,"Ellenfield Park, stop 1641",53.38652728,-6.242392966
8220DB001642,"Whitehall Church, stop 1642",53.38394789,-6.243626722
8220DB001643,"St Aidan's School, stop 1643",53.38480222,-6.251003095
8220DB001644,"DCU Collins Avenue, stop 1644",53.38687004,-6.256571206
8220DB001646,"DCU Collins Avenue, stop 1646",53.38715465,-6.256980537
8220DB001647,"Blackhall Place, stop 1647",53.34835106,-6.282251726
8220DB001648,"Stoneybatter, stop 1648",53.35109137,-6.282802485
8220DB001649,"Manor Street, stop 1649",53.35257014,-6.284380448
8220DB001650,"Castle Avenue, stop 1650",53.36117439,-6.209314275
8220DB001651,"Vernon Avenue, stop 1651",53.36794041,-6.194859334
8220DB001652,"Clontarf Castle, stop 1652",53.36335559,-6.206127423
8220DB001654,"St David's Terrace, stop 1654",53.35614518,-6.29425743
8220DB001655,"Blackhorse Avenue, stop 1655",53.35673217,-6.296968274
8220DB001656,"McKee Park, stop 1656",53.35729728,-6.298778638
8220DB001657,"Dunard Walk, stop 1657",53.35839211,-6.303076999
8220DB001658,"Skreen Road, stop 1658",53.36198882,-6.309515188
8220DB001659,"Croaghpatrick Road, stop 1659",53.36325997,-6.304716699
8220DB001660,"Cabra Garda Station, stop 1660",53.36518655,-6.309373553
8220DB001661,"Our Lady's Church, stop 1661",53.36644362,-6.313095538
8220DB001662,"Baggot Road, stop 1662",53.36760294,-6.317542905
8220DB001664,"Ashtown Grove, stop 1664",53.36940852,-6.32385863
8220DB001665,"Kempton, stop 1665",53.37065784,-6.32770193
8220DB001666,"Ashtown Roundabout, stop 1666",53.37159715,-6.330595731
8220DB001667,"Castleknock Road, stop 1667",53.37086977,-6.334501519
8220DB001668,"Old Race Course, stop 1668",53.37084274,-6.34030355
8220DB001694,"Old Race Course, stop 1694",53.37101739,-6.339936076
8220DB001695,"Ashtown Gate, stop 1695",53.37101014,-6.334255586
8220DB001696,"Ashtown Roundabout, stop 1696",53.37154152,-6.329831443
8220DB001697,"Kempton, stop 1697",53.37080115,-6.327666259
8220DB001698,"Ashtown Grove, stop 1698",53.3695773,-6.323716751
8220DB001699,"Baggot Road, stop 1699",53.36874361,-6.321314995
8220DB001700,"Baggot Road, stop 1700",53.36770883,-6.317403485
8220DB001701,"Our Lady's Church, stop 1701",53.36656726,-6.312940383
8220DB001702,"Navan Road Church, stop 1702",53.36561083,-6.310138139
8220DB001703,"Cabra Garda Station, stop 1703",53.3647354,-6.307347834
8220DB001704,"Skreen Road, stop 1704",53.36305227,-6.305280899
8220DB001705,"Ardpatrick Road, stop 1705",53.36218075,-6.308470834
8220DB001706,"Blackhorse Avenue, stop 1706",53.36006983,-6.307292375
8220DB001707,"Dunard Walk, stop 1707",53.35842827,-6.302459573
8220DB001708,"Mc Kee Park, stop 1708",53.35733235,-6.298717145
8220DB001709,"Glenbeigh Avenue, stop 1709",53.3568682,-6.297052991
8220DB001710,"Aughrim Street, stop 1710",53.3555699,-6.291741491
8220DB001711,"Holy Family Church, stop 1711",53.35457798,-6.289632902
8220DB001712,"Aughrim Court, stop 1712",53.35333392,-6.286242592
8220DB001713,"Manor Street, stop 1713",53.35190782,-6.283325473
8220DB001714,"Stoneybatter, stop 1714",53.35063781,-6.281889388
8220DB001715,"Blackhall Place, stop 1715",53.34771198,-6.2821873
8220DB001724,"Clontarf Road, stop 1724",53.36571532,-6.174441589
8220DB001725,"Doyle's Lane, stop 1725",53.36376026,-6.177079657
8220DB001726,"Dollymount Park, stop 1726",53.36229139,-6.179185876
8220DB001727,"Bull Island, stop 1727",53.36044686,-6.18318609
8220DB001728,"Wooden Bridge, stop 1728",53.35965627,-6.186164596
8220DB001729,"Clontarf Bus Garage, stop 1729",53.35849691,-6.19031551
8220DB001730,"Vernon Court, stop 1730",53.35823109,-6.194127929
8220DB001731,"John the Baptist Ch, stop 1731",53.35907675,-6.196556204
8220DB001732,"Oultan Road, stop 1732",53.36006291,-6.202344238
8220DB001733,"Clontarf Baths, stop 1733",53.36021262,-6.20631956
8220DB001734,"Castle Avenue, stop 1734",53.36039096,-6.211014908
8220DB001735,"The Stiles Road, stop 1735",53.36114333,-6.214439207
8220DB001736,"St Lawrence Road, stop 1736",53.36214218,-6.216921747
8220DB001737,"Alfie Byrne Road, stop 1737",53.36285802,-6.219716721
8220DB001738,"Clontarf Rd Pitches, stop 1738",53.36345088,-6.223914334
8220DB001740,"Clontarf Road, stop 1740",53.36414162,-6.226845787
8220DB001741,"Alfie Byrne Road, stop 1741",53.3631169,-6.220802823
8220DB001742,"St Lawrence Road, stop 1742",53.36212579,-6.216426585
8220DB001743,"The Court, stop 1743",53.36113569,-6.213928667
8220DB001744,"Scoil Uí Chonaill, stop 1744",53.36034864,-6.208792977
8220DB001745,"Clontarf Baths, stop 1745",53.36034708,-6.205697885
8220DB001746,"Oultan Road, stop 1746",53.36025652,-6.202666638
8220DB001747,"John the Baptist Ch, stop 1747",53.35935099,-6.196860141
8220DB001748,"Fortview Avenue, stop 1748",53.35825702,-6.193465762
8220DB001749,"Clontarf Bus Garage, stop 1749",53.35859037,-6.19055194
8220DB001750,"St Anne's Park, stop 1750",53.3688677,-6.177808329
8220DB001751,"Wooden Bridge, stop 1751",53.35986988,-6.185434327
8220DB001752,"Bull Island, stop 1752",53.36112759,-6.181849919
8220DB001753,"Dollymount Park, stop 1753",53.36272396,-6.178671573
8220DB001754,"Doyle's Lane, stop 1754",53.36411566,-6.176809034
8220DB001755,"Seapark, stop 1755",53.36642998,-6.187124075
8220DB001756,"Dollymount Avenue, stop 1756",53.36720991,-6.182853199
8220DB001757,"Park Lawn, stop 1757",53.36862964,-6.182236728
8220DB001758,"Mount Prospect Ave, stop 1758",53.36812968,-6.175390292
8220DB001759,"The Oaks, stop 1759",53.36600022,-6.174264108
8220DB001760,"Seapark Road, stop 1760",53.36597224,-6.187759622
8220DB001761,"Seafield Road Junc, stop 1761",53.3638374,-6.18804558
8220DB001762,"Seafield Road, stop 1762",53.36375119,-6.191249835
8220DB001763,"Vernon Avenue, stop 1763",53.36440678,-6.195369375
8220DB001764,"Blackheath Park, stop 1764",53.36589297,-6.19557704
8220DB001765,"Blackheath Grove, stop 1765",53.36655142,-6.202281414
8220DB001766,"Seafield Road West, stop 1766",53.36511605,-6.204851316
8220DB001767,"Clontarf Castle, stop 1767",53.36382732,-6.205221053
8220DB001769,"Park Lawn, stop 1769",53.36888578,-6.181940286
8220DB001770,"Dollymount Avenue, stop 1770",53.36708347,-6.182813498
8220DB001771,"St Gabriel's Road, stop 1771",53.36604192,-6.18524714
8220DB001772,"Clontarf Cemetery, stop 1772",53.36501075,-6.205021038
8220DB001773,"Blackheath Park, stop 1773",53.36681091,-6.203397536
8220DB001774,"Blackheath Avenue, stop 1774",53.36613624,-6.197400065
8220DB001775,"Vernon Avenue, stop 1775",53.36443998,-6.195187654
8220DB001776,"Seafield Road, stop 1776",53.36381601,-6.191968352
8220DB001777,"Seafield Avenue, stop 1777",53.36531208,-6.191048466
8220DB001778,"Mount Prospect Ave, stop 1778",53.36661369,-6.189159985
8220DB001782,"Brookwood Grove, stop 1782",53.3823895,-6.198171651
8220DB001783,"McAuley Road, stop 1783",53.38380322,-6.195962182
8220DB001784,"Gorsefield Court, stop 1784",53.38462098,-6.192981013
8220DB001785,"McAuley Park, stop 1785",53.38259606,-6.191623615
8220DB001786,"McAuley Park, stop 1786",53.38199414,-6.192235402
8220DB001788,"Millbrook Road, stop 1788",53.39161405,-6.178806434
